id,recording,date,time_BST,time_GMT,transect,track,gain,distance,sea state,notes,ST file,detected_st,detected_cpod_raw,detected_cpod_train,detected_cpod_hp,detected_fpod_raw,detected_fpod_train,detected_fpod_hp,depth ,bearingN,true_distance,tidal_twelfth ,source level 
pb192,rec 1,02/04/2023,15:31:30,14:31:30,2,2.2,50,500,2,,8.3,0,0,0,0,0,0,0,19,10,498.2751,1,149
pb193,rec 2,02/04/2023,15:32:30,14:32:30,2,2.2,50,500,2,,8.3,0,0,0,0,0,0,0,19,10,498.2751,1,145
pb194,rec 2,02/04/2023,15:33:30,14:33:30,2,2.2,30,500,2,,8.3,0,0,0,0,0,0,0,19,10,498.2751,1,125
pb195,rec 3,02/04/2023,15:34:30,14:34:30,2,2.2,30,500,2,,8.3,0,0,0,0,0,0,0,19,10,498.2751,1,122
pb196,rec 3,02/04/2023,15:35:30,14:35:30,2,2.2,50,500,2,,8.3,0,0,0,0,0,0,0,19,10,498.2751,1,142
pb197,rec 4,02/04/2023,15:36:30,14:36:30,2,2.2,50,500,2,,8.3,0,0,0,0,0,0,0,19,10,498.2751,1,147
pb198,rec 4,02/04/2023,15:38:30,14:38:30,2,2.2,30,500,2,,8.3,0,0,0,0,0,0,0,19,10,498.2751,1,127
pb199,rec 5,02/04/2023,15:39:45,14:39:45,2,2.2,30,500,2,,8.3,0,0,0,0,0,0,0,19,10,498.2751,1,131
pb200,rec 5,02/04/2023,15:40:45,14:40:45,2,2.2,50,500,2,,8.3,0,0,0,0,0,0,0,19,10,498.2751,1,151
pb201,rec 1,02/04/2023,15:44:00,14:44:00,2,2.2,50,400,2,,9.1,0,0,0,0,0,0,0,20.5,9.2,397.9081,1,149
pb202,rec 1,02/04/2023,15:45:00,14:45:00,2,2.2,30,400,2,,9.1,0,0,0,0,0,0,0,20.5,9.2,397.9081,1,129
pb203,rec 2,02/04/2023,15:46:00,14:46:00,2,2.2,30,400,2,,9.1,0,0,0,0,0,0,0,20.5,9.2,397.9081,1,125
pb204,rec 2,02/04/2023,15:47:00,14:47:00,2,2.2,50,400,2,,9.1,0,0,0,0,0,0,0,20.5,9.2,397.9081,1,145
pb205,rec 3,02/04/2023,15:48:00,14:48:00,2,2.2,30,400,2,,9.1,0,0,0,0,0,0,0,20.5,9.2,397.9081,1,122
pb206,rec 3,02/04/2023,15:51:00,14:51:00,2,2.2,50,400,2,,9.1,0,0,0,0,0,0,0,20.5,9.2,397.9081,1,142
pb207,rec 4,02/04/2023,15:52:00,14:52:00,2,2.2,50,400,2,,9.1,0,0,0,0,0,0,0,20.5,9.2,397.9081,1,147
pb208,rec 4,02/04/2023,15:53:00,14:53:00,2,2.2,30,400,2,,9.1,0,0,0,0,0,0,0,20.5,9.2,397.9081,1,127
pb209,rec 5,02/04/2023,15:54:00,14:54:00,2,2.2,30,400,2,,9.1,0,0,0,0,0,0,0,20.5,9.2,397.9081,1,131
pb210,rec 5,02/04/2023,15:55:00,14:55:00,2,2.2,50,400,2,,9.1,0,0,0,0,0,0,0,20.5,9.2,397.9081,1,151
pb211,rec 1,02/04/2023,15:57:00,14:57:00,2,2.2,30,300,2,,9.2,1,0,0,0,1,0,0,22.3,7.9,297.669,1,129
pb212,rec 1,02/04/2023,15:59:00,14:59:00,2,2.2,50,300,2,,9.2,1,0,0,0,0,0,0,22.3,7.9,297.669,1,149
pb213,rec 2,02/04/2023,16:00:00,15:00:00,2,2.2,50,300,2,,9.2,1,0,0,0,1,0,0,22.3,7.9,297.669,1,145
pb214,rec 2,02/04/2023,16:01:00,15:01:00,2,2.2,30,300,2,,9.2,0,0,0,0,0,0,0,22.3,7.9,297.669,1,125
pb215,rec 3,02/04/2023,16:03:00,15:03:00,2,2.2,30,300,2,,9.2,0,0,0,0,1,0,0,22.3,7.9,297.669,0,122
pb216,rec 3,02/04/2023,16:04:00,15:04:00,2,2.2,50,300,2,,9.2,1,0,0,0,1,0,0,22.3,7.9,297.669,0,142
pb217,rec 4,02/04/2023,16:05:00,15:05:00,2,2.2,50,300,2,,9.2,1,0,0,0,1,0,0,22.3,7.9,297.669,0,147
pb218,rec 4,02/04/2023,16:06:00,15:06:00,2,2.2,30,300,2,,9.2,0,0,0,0,0,0,0,22.3,7.9,297.669,0,127
pb219,rec 5,02/04/2023,16:07:00,15:07:00,2,2.2,30,300,2,,9.2,0,0,0,0,0,0,0,22.3,7.9,297.669,0,131
pb220,rec 5,02/04/2023,16:08:00,15:08:00,2,2.2,50,300,2,,9.2,0,0,0,0,0,0,0,22.3,7.9,297.669,0,151
pb221,rec 1,02/04/2023,16:10:45,15:10:45,2,2.2,30,200,2,,9.3,1,1,1,0,1,0,0,25.3,3.6,197.32201,0,129
pb222,rec 1,02/04/2023,16:12:00,15:12:00,2,2.2,50,200,2,,9.3,1,1,1,0,1,0,0,25.3,3.6,197.32201,0,149
pb223,rec 2,02/04/2023,16:13:00,15:13:00,2,2.2,50,200,2,,9.3,1,1,0,0,0,0,0,25.3,3.6,197.32201,0,145
pb224,rec 2,02/04/2023,16:14:00,15:14:00,2,2.2,30,200,2,,9.3,0,0,0,0,0,0,0,25.3,3.6,197.32201,0,125
pb225,rec 3,02/04/2023,16:15:00,15:15:00,2,2.2,30,200,2,,9.3,0,0,0,0,0,0,0,25.3,3.6,197.32201,0,122
pb226,rec 3,02/04/2023,16:17:00,15:17:00,2,2.2,50,200,2,,9.3,1,1,0,0,1,1,0,25.3,3.6,197.32201,0,142
pb227,rec 4,02/04/2023,16:18:00,15:18:00,2,2.2,50,200,2,,9.3,1,0,0,0,1,1,0,25.3,3.6,197.32201,0,147
pb228,rec 4,02/04/2023,16:19:00,15:19:00,2,2.2,30,200,2,,9.3,1,0,0,0,1,1,0,25.3,3.6,197.32201,0,127
pb229,rec 5,02/04/2023,16:20:00,15:20:00,2,2.2,30,200,2,,9.3,1,0,1,0,1,0,0,25.3,3.6,197.32201,0,131
pb230,rec 5,02/04/2023,16:21:00,15:21:00,2,2.2,50,200,2,,9.3,1,0,0,0,1,0,0,25.3,3.6,197.32201,0,151
pb231,rec 1,02/04/2023,16:23:30,15:23:30,2,2.2,30,100,2,,9.4,1,1,1,0,1,0,0,17.8,6.7,101.93101,0,129
pb232,rec 1,02/04/2023,16:24:30,15:24:30,2,2.2,50,100,2,,9.4,1,1,0,0,1,0,0,17.8,6.7,101.93101,0,149
pb233,rec 2,02/04/2023,16:25:30,15:25:30,2,2.2,50,100,2,,9.4,1,1,0,0,1,0,0,17.8,6.7,101.93101,0,145
pb234,rec 2,02/04/2023,16:27:45,15:27:45,2,2.2,30,100,2,,9.4,1,1,1,0,1,1,0,17.8,6.7,101.93101,0,125
pb235,rec 3,02/04/2023,16:28:45,15:28:45,2,2.2,30,100,2,,10.1,1,1,1,0,1,1,0,17.8,6.7,101.93101,0,122
pb236,rec 3,02/04/2023,16:29:45,15:29:45,2,2.2,50,100,2,,10.1,1,1,1,0,1,0,0,17.8,6.7,101.93101,0,142
pb237,rec 4,02/04/2023,16:32:00,15:32:00,2,2.2,50,100,2,,10.1,1,1,1,0,1,1,0,17.8,6.7,101.93101,0,147
pb238,rec 4,02/04/2023,16:33:00,15:33:00,2,2.2,30,100,2,,10.1,1,1,1,1,1,1,0,17.8,6.7,101.93101,0,127
pb239,rec 5,02/04/2023,16:34:00,15:34:00,2,2.2,30,100,2,,10.1,1,1,1,1,1,0,0,17.8,6.7,101.93101,0,131
pb240,rec 5,02/04/2023,16:35:00,15:35:00,2,2.2,50,100,2,,10.1,1,1,1,1,1,0,0,17.8,6.7,101.93101,0,151
